id,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure
1825,300.7,310.7,1619,43.2,49,0
1826,300.7,309.6,1429,46.2,125,0
1827,297.5,308.8,1530,37.8,0,0
1828,298.8,308.6,1634,32,81,0
1829,302.2,311.2,1360,52.8,127,0
1830,298.9,308.8,1393,40.6,15,0
1831,297.7,308.4,1879,23.6,86,0
1832,302.4,312,1340,58.9,156,0
1834,302.8,311.1,1438,32.2,56,0
1835,301.8,309.7,1524,30.4,124,0
1836,297,307.7,1529,35.6,7,0
1837,298.4,309.4,1726,26.9,205,0
1838,300.9,310.4,1387,52.9,0,0
1839,303.3,311.8,1693,28.3,175,0
1840,301.9,310.4,1584,39.8,57,0
1841,298.9,309.3,1436,43,147,0
1842,297.5,308.5,1491,43.8,148,0
1843,301.7,311.1,1445,44,156,0
1844,300.5,311,1461,38.5,9,0
1845,300.4,310.6,1424,47.7,26,0
1846,297.3,308.4,1403,47.8,31,0
1847,300.5,311.7,1445,44.6,199,0
1848,298.9,308.7,1729,29.6,73,0
1849,302.5,310.2,1620,35.9,62,0
1850,298.2,308.8,1461,40.9,28,0
1851,300.7,309.6,1494,39.9,9,0
1852,299.4,308.8,1426,45.8,86,0
1853,300.3,309.2,1713,28.5,14,0
1854,297.9,309.1,1619,40.2,33,0
1855,300.6,310.6,1454,53.8,15,0
1856,298.8,308.7,1501,48.5,70,0
1857,301.9,310.9,1569,36,179,0
1858,297.4,308.4,1638,32.2,84,0
1859,297,307.8,1436,41.8,184,0
1860,298.8,308.6,1450,43.4,66,0
1861,300.5,311.4,1433,43.7,5,0
1862,301.8,310.9,1455,41.6,63,0
1863,302.7,312.3,1422,44.5,49,0
1864,299.8,309.2,1679,28.8,181,0
1865,298.3,309.1,1435,45.4,140,0
1866,301.8,310.7,1463,39.7,176,0
1867,299.3,308.5,1650,29.7,76,0
1868,297.9,309,1627,31.4,104,0
1869,300.5,309.8,1465,45.4,164,0
1870,297.2,308.6,1641,30.8,88,0
1871,300.1,309.7,1683,28.8,82,0
1872,300.9,312.1,1517,36.9,74,0
1873,297.3,308.6,1455,47.6,59,0
1874,296.9,307.9,1535,33.1,133,0
1875,300.4,311.3,1363,41.6,137,0
1876,297.3,308.3,1348,59.5,54,0
1877,301.4,311,1633,40.6,86,0
1878,300.6,310.4,1510,43,215,0
1879,300.4,309.6,1441,34,59,0
1880,297.8,308.8,1404,40.7,171,0
1881,300.7,310.4,1429,55.9,10,0
1883,300.4,311.7,1607,31,170,0
1885,297,308.1,1429,44,138,0
1886,299,310.4,1436,46.9,44,0
1887,300.8,310.8,1634,31.6,171,0
1888,301.9,310.7,1417,45.1,73,0
1889,300.2,309.6,1450,49.2,166,0
1890,298.9,310.6,1450,38.8,64,0
1891,299.3,309,1711,30.6,154,0
1892,295.6,306.1,1419,45.5,210,0
1893,301.2,311.1,1624,40.9,0,0
1894,297.8,307.4,1566,30.5,159,0
1895,300.1,311.6,1343,41.9,28,0
1896,300.5,309.4,1447,55.6,124,0
1897,301.6,310.4,1580,35.5,32,0
1898,301,311.3,1622,35.6,34,0
1899,303.6,312.3,1480,50.7,2,0
1900,298.9,310,1487,37.4,108,0
1901,302.9,312.4,1781,28,155,0
1902,299.6,309,1679,37.7,149,0
1903,298.1,309,1376,57.8,8,0
1904,301.3,310.9,1350,55.8,82,0
1905,297.9,309.1,1540,37.8,27,0
1906,298.9,308.6,1498,41.1,138,0
1907,301.1,310.8,1623,34.9,169,0
1908,297.6,308.7,1384,48.2,38,0
1909,302.5,311.8,1392,44.6,198,0
1910,298.9,309.8,1549,30.8,11,0
1911,298.9,308.8,1460,49.7,111,0
1912,300.5,309.9,1425,40,148,0
1913,298.3,308,1547,38.7,61,0
1914,298.9,308.6,1519,35.4,128,0
1915,303.9,312.7,1419,42.9,125,0
1916,303.9,313,1432,43.1,9,0
1917,301.5,310.6,1787,24.2,126,0
1918,302.1,310.7,1511,37.7,24,0
1919,300.8,309.4,1633,32.9,183,0
1920,298.7,309.8,1621,33.3,0,0
1921,297.2,308.4,2440,42,50,0
1922,298.3,309.1,1296,46.3,98,0
1923,301.2,310.5,1351,51,63,0
1924,298.7,309.8,1631,28.9,107,0
1925,299.2,308.5,1708,31.9,66,0
1926,298.3,308.1,1759,41.3,0,0
1927,297,307.9,1496,40,168,0
1928,301.2,310.7,1381,53.9,82,0
1929,298.2,309.4,1447,47.1,185,0
1930,297.2,307.9,1596,35.7,169,0
1931,300.4,311.6,1524,40.4,149,0
1932,297.9,308.8,1564,36.9,4,0
1933,301.9,310.5,1590,36.4,123,0
1934,299.7,310.6,1683,30,139,0
1935,300.7,311.5,1441,40.8,33,0
1936,300.8,312.1,1420,41.1,190,0
1937,300.2,311.4,1511,42.1,196,0
1938,298.1,308.7,1596,30.3,49,0
1939,297.1,307.8,1694,27.6,179,0
1940,301.7,310.6,1429,49.7,87,0
1941,300.2,311.4,1486,42,32,0
1942,299.5,310.9,1571,38.4,74,0
1943,297.3,308.4,1650,29.8,25,0
1944,298.1,308.7,1533,46.3,57,0
1945,300.9,310.4,1468,42.1,98,0
1946,300.8,309.7,1495,39.2,57,0
1947,301.6,310.7,1530,44.4,94,0
1948,298,308.7,1379,58.5,176,0
1949,300,311.5,1553,36.8,124,0
1950,301.3,311,1564,38.7,204,0
1951,298.3,308,1858,22.3,168,0
1952,298.2,308.9,1414,44.3,20,0
1953,302.6,312,1405,41.7,94,0
1954,298.5,309.7,1548,33.3,134,0
1955,300.8,310.6,1470,43.1,102,0
1956,298.2,308.6,1432,52.6,38,0
1957,301.3,310.8,1610,35.5,46,0
1958,300.1,309.3,1714,32.1,141,0
1959,300.8,310.7,1461,40.2,201,0
1960,298.3,309.4,1595,35.8,103,0
1961,301.3,310.8,1355,48.9,59,0
1962,298.8,308.7,1536,37.7,94,0
1963,300.1,309.2,1516,40.7,94,0
1964,298.5,308.9,1628,29.7,91,0
1965,299.1,310.6,1627,32.8,78,0
1966,300.5,311.9,1548,37.6,54,0
1967,300.5,309.8,1459,45.4,164,0
1968,300,311.4,1452,41.1,5,0
1969,300.9,310.8,1692,29.8,13,0
1970,296.8,307.8,1573,36.4,24,0
1971,297.3,308.6,1642,32.6,27,0
1972,300.3,309.4,1363,50.7,196,0
1973,298.1,308.6,1585,40.2,20,0
1974,300.3,311.7,1595,36.9,59,0
1975,303.3,311.5,1525,39.5,232,0
1976,298.1,308.9,1479,53.4,105,0
1977,298.3,308.1,1450,43,78,0
1978,298,308.7,1462,43.9,54,0
1979,298.8,310,1530,36.1,53,0
1980,301.3,311,1557,36.1,134,0
1981,301.3,311.5,1541,36.6,18,0
1982,300.5,309.4,1465,46,89,0
1983,301.7,310.9,1486,46.4,121,0
1984,300.9,311,1438,49,98,0
1985,300.6,311.4,1481,40.9,0,0
1986,298,307.8,1391,52.8,122,0
1987,300.5,311.6,1510,37.6,191,0
1988,298.3,308.1,1840,21.5,5,0
1989,299.5,309,1606,33.8,125,0
1990,298.2,308.6,1438,43,94,0
1991,297.4,309,1466,45.2,209,0
1992,298.7,310.2,1435,45.1,10,0
1993,297.3,308.1,1568,33.5,139,0
1994,301.5,311.1,1753,25.5,129,0
1995,302.1,310.6,1544,37.7,18,0
1996,298.2,308.4,1709,32.8,134,0
1997,300.3,311.3,1643,31.4,54,0
1998,298.3,307.9,1686,30,150,0
1999,302.8,311.2,1662,33.9,68,0
2000,298.7,309.8,1760,25.6,80,0
2001,297.8,309.2,1538,36.2,12,0
2002,301.3,310.9,1353,40.7,54,0
2003,300.9,312.7,1416,43.9,112,0
2004,301.5,310.8,2280,16.5,34,0
2005,298.8,309.6,1397,48.5,161,0
2006,297.5,309.4,1397,49.6,105,0
2007,299.2,308.4,2118,17.8,196,0
2008,301.7,311,1529,41.2,196,0
2009,301.1,310.1,1452,39.6,215,0
2010,298.9,308.2,1335,47.3,40,0
2011,300.5,309.7,1751,26.7,176,0
2012,299,310.2,1690,26.4,244,0
2013,302.5,312,1382,52.1,177,0
2014,302.3,310.5,1463,33.9,183,0
2015,300.9,312,1386,44.6,203,0
2016,299.5,309.3,1445,46.7,18,0
2017,302.4,310.3,1693,29.7,168,0
2018,300.5,311.9,1432,43,16,0
2019,301.7,311.1,1628,33.6,98,0
2020,298.4,307.7,1638,30.8,98,0
2021,304.2,313.4,1740,27.7,81,0
2022,300.1,311.4,1471,40.1,122,0
2023,303.1,311.3,1375,34.8,92,0
2024,301.5,310.7,1669,29.2,121,0
2025,301.6,311.1,1385,50.7,195,0
2026,301.4,310.9,1569,36.6,185,0
2027,297.3,308.8,1469,43.1,150,0
2028,297.3,308.5,1661,31.4,186,0
2029,298.8,308.8,1591,31.1,68,0
2030,301.2,310.2,1589,37.7,39,0
2031,299.1,310.8,1502,39.8,177,0
2032,302.2,312,1441,42.4,101,0
2033,300.6,309.4,1471,43.1,244,0
2034,300.4,311.4,1517,38,160,0
2035,297.5,308.2,1432,49.7,108,0
2036,298.2,309,1520,41.2,107,0
2037,298.8,309.9,1446,61.6,46,0
2038,298.9,310.1,1430,41.9,25,0
2039,301.2,310.8,1372,46.6,53,0
2040,300.6,309.5,1651,30.4,155,0
2041,301.2,310.8,1459,50.9,59,0
2042,298.5,309.3,1375,55,157,0
2043,301.7,311.8,1668,33,9,0
2044,300.6,310.6,1471,46,201,0
2045,299.1,308.4,1446,51.7,70,0
2046,302.6,312,1393,50.9,84,0
2047,302.4,310.3,1565,34.1,161,0
2048,299.7,310.3,1421,37.7,4,0
2049,301.4,311.1,1574,33.1,88,0
2050,296.6,307.4,1504,35,157,0
2051,297.1,308.5,1498,38.3,148,0
2052,298.9,310.1,1611,33.9,24,0
2053,298.1,307.8,1453,40.8,89,0
2054,299.2,308.6,1476,46.6,67,0
2055,298.5,309.6,1578,34.9,9,0
2056,300.9,310.4,1423,43.2,25,0
2057,300.5,311.7,1449,44.2,18,0
2058,301.6,310.9,1395,48.3,148,0
2059,302.2,310.9,1581,36.1,109,0
2060,301.1,311.2,1511,42.9,26,0
2061,301.4,311.2,1376,55.3,143,0
2062,298.3,308.8,1382,49.1,153,0
2063,301.4,311.1,1630,34.6,125,0
2064,300,311.4,1496,38.2,124,0
2065,298.7,310.3,1445,46.4,73,0
2066,301.8,311.5,1496,37.3,136,0
2067,301,310.8,1521,33.6,146,0
2068,302.6,310.3,1734,26.6,14,0
2069,298.2,307.7,1445,41.2,70,0
2070,298.2,308.9,1435,51,33,0
2071,301.1,310.4,1711,28.1,196,0
2072,303.4,311.6,1712,30.1,0,0
2073,297.3,308.4,1692,29.6,2,0
2074,297.5,308.7,1431,44.7,29,0
2075,300.1,311.4,1429,57.3,71,0
2076,302.3,311.5,1505,34.2,148,0
2077,302.4,311.9,1441,43.3,135,0
2078,299,310.2,1378,41.6,204,0
2079,302.7,312.4,1540,39.8,13,0
2080,302.1,310.5,1479,36.9,171,0
2081,300.7,309.6,1681,28.7,125,0
2082,298.9,308.6,1243,63.2,39,0
2083,298.3,308.1,1539,46.1,0,0
2084,298.9,309.6,1551,35.8,166,0
2085,299,310.1,1378,53.8,37,0
2086,303.5,313,1456,21.6,60,0
2087,298.8,309.7,1408,47.7,139,0
2089,298.8,309.7,1412,58.6,181,0
2090,297.3,307.9,1403,52,75,0
2091,304,313,1402,50.3,113,0
2092,302.3,311.8,1457,41.6,79,0
2093,298.2,308.9,1492,40.6,179,0
2094,300.4,311.6,1662,32.1,173,0
2095,299.3,308.6,1889,22.1,71,0
2096,300.6,310.4,1906,22.1,155,0
2097,302.2,310.9,1449,43.2,62,0
2098,304.2,313.3,1625,34.3,57,0
2099,301,311.3,1630,30.8,60,0
2100,297.5,308.4,1404,51.1,106,0
2101,300.2,310.3,1528,46.3,50,0
2102,297.3,308.7,1592,27.4,158,0
2103,298.4,309.3,1495,30.9,0,0
2104,298.4,309.2,1456,40.6,121,0
2106,299.9,311.4,1569,38.4,28,0
2107,298.8,309.3,1434,35.1,173,0
2108,300.6,310.6,2127,47.3,53,0
2109,298.9,310.3,1356,48.5,17,0
2110,297.1,308.1,1790,30.3,128,0
2111,299.2,308.5,2207,16.6,135,0
2112,300.7,310.5,1744,28.2,218,0
2113,300.2,310.2,1495,29.7,26,0
2114,298.3,308,1462,41,98,0
2115,301.4,311,1560,32.6,155,0
2116,303.8,312.6,1453,46.2,172,0
2117,299.1,308.5,1415,37.9,0,0
2118,301,311,1339,52.8,194,0
2119,300.8,310.7,1483,40.8,59,0
2120,300.3,311.7,1510,31.2,0,0
2121,301.4,310.8,1336,58.2,4,0
2122,300.7,310.8,1375,42,147,0
2123,298.5,309.6,1845,23.8,0,0
2124,298.4,308,1565,37.4,50,0
2125,301.5,310.2,1698,31.4,94,0
2126,302.4,311.9,1486,39.9,94,0
